"DateTime","2020-08-13 00:01:41",
"BoardName","PNL1235F-SAY-",
"BarCode","",
"TestStat","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"OpenTest","Pass",
"ShortTest","Pass",
"CompTest:",
"STEP","BX","LC","Flag","Device Name","STDval","ACTval","+%","-%","MD","RG","TM","A","B","G-1","G-2","G-3","G-4","G-5","TestVal","Dev%","Result",
"1345","B2","A1","","Q10_C_E","","0.7V","30","30","DV"," 0","0","714","385","0","0","0","0","0","","","Skip",
"1346","B2","A1","","Q11_B_C","","0.7V","30","30","DV"," 0","0","601","600","0","0","0","0","0","","","Skip",
"1347","B2","A1","","Q11_B_E","57KO","0.7V","30","30","CV"," 0","0","601","385","0","0","0","0","0","59.73","  5%","Pass",
"1348","B2","A1","","Q11_C_E","","0.7V","30","30","DV"," 0","0","600","385","0","0","0","0","0","","","Skip",
"1349","B2","A1","","Q12_B_C","","0.7V","30","30","DV"," 0","0","524","599","0","0","0","0","0","","","Skip",
"1350","B2","A1","","Q12_B_E","57KO","0.7V","30","30","CV"," 0","0","524","385","0","0","0","0","0","54.30"," -5%","Pass",
"1351","B2","A1","","Q12_C_E","","0.7V","30","30","DV"," 0","0","599","385","0","0","0","0","0","","","Skip",
"1352","B2","A1","","Q13_B_C","","0.7V","30","30","DV"," 0","0","698","707","0","0","0","0","0","","","Skip",
"1353","B2","A1","","Q13_B_E","57KO","0.7V","30","30","CV"," 0","0","698","385","0","0","0","0","0","49.18","-14%","Pass",
"1354","B2","A1","","Q13_C_E","","0.7V","30","30","DV"," 0","0","707","385","0","0","0","0","0","","","Skip",
"1355","B2","A1","","Q16_B_C","","0.7V","30","30","DV"," 0","0","728","745","0","0","0","0","0","","","Skip",
"1356","B2","A1","","Q16_B_E","57KO","0.7V","30","30","CV"," 0","0","741","728","393","0","0","0","0","55.44"," -3%","Pass",
"1357","B2","A1","","Q16_C_E","","0.7V","30","30","DV"," 0","0","745","741","0","0","0","0","0","","","Skip",
"1358","B2","A1","","Q17_B_C","","0.7V","30","30","DV"," 0","0","518","649","0","0","0","0","0","","","Skip",
"1359","B2","A1","","Q17_B_E","57KO","0.7V","30","30","CV"," 0","0","518","385","0","0","0","0","0","54.05"," -5%","Pass",
"1360","B2","A1","","Q17_C_E","","0.7V","30","30","DV"," 0","0","649","385","0","0","0","0","0","","","Skip",
"1361","B2","A1","","Q19_B_C","","0.7V","30","30","DV"," 0","0","742","743","0","0","0","0","0","","","Skip",
"1362","B2","A1","","Q19_B_E","57KO","0.7V","30","30","CV"," 0","0","385","742","393","0","0","0","0","59.47","  4%","Pass",
"1363","B2","A1","","Q19_C_E","","0.7V","30","30","DV"," 0","0","743","385","0","0","0","0","0","","","Skip",
"1364","B2","A1","","Q401_B_C","","0.7V","30","30","DV"," 0","0","707","706","0","0","0","0","0","","","Skip",
"1365","B2","A1","","Q401_B_E","57KO","0.7V","30","30","CV"," 0","0","707","391","0","0","0","0","0","55.93"," -2%","Pass",
"1366","B2","A1","","Q401_C_E","","0.7V","30","30","DV"," 0","0","706","391","0","0","0","0","0","","","Skip",
"1367","B2","A1","","Q503_1_2/NC","","0","30","30","CC"," 0","0","673","672","0","0","0","0","0","","","Skip",
"1368","B2","A1","","Q503_1_3/NC","","0","30","30","CC"," 0","0","673","385","0","0","0","0","0","","","Skip",
"1369","B2","A1","","Q503_2_3/NC","","0","30","30","CC"," 0","0","672","385","0","0","0","0","0","","","Skip",
"1370","B2","A1","","Q504_B_C","","0.7V","30","30","DV"," 0","0","564","563","0","0","0","0","0","","","Skip",
"1371","B2","A1","","Q504_B_E","57KO","0.7V","30","30","CV"," 0","0","385","564","393","0","0","0","0","55.59"," -2%","Pass",
"1372","B2","A1","","Q504_C_E","","0.7V","30","30","DV"," 0","0","563","385","0","0","0","0","0","","","Skip",
"1373","B2","A1","","Q505_B_C","","0.7V","30","30","DV"," 0","0","525","564","0","0","0","0","0","","","Skip",
"1374","B2","A1","","Q505_B_E","57KO","0.7V","30","30","CV"," 0","0","385","525","727","393","0","0","0","51.21","-10%","Pass",
"1375","B2","A1","","Q505_C_E","","0.7V","30","30","DV"," 0","0","564","385","0","0","0","0","0","","","Skip",
"1376","B2","A1","","Q506_B_C","","0.7V","30","30","DV"," 0","0","457","623","0","0","0","0","0","","","Skip",
"1377","B2","A1","","Q506_B_E","57KO","0.7V","30","30","CV"," 0","0","385","457","0","0","0","0","0","54.48"," -4%","Pass",
"1378","B2","A1","","Q506_C_E","","0.7V","30","30","DV"," 0","0","623","385","0","0","0","0","0","","","Skip",
"1379","B2","A1","","Q509_B_C","","0.7V","30","30","DV"," 0","0","479","488","0","0","0","0","0","","","Skip",
"1380","B2","A1","","Q509_B_E//Q514_B_E","28.5KO","0.7V","30","30","CV"," 0","0","385","479","0","0","0","0","0","25.80"," -9%","Pass",
"1381","B2","A1","","Q509_C_E","","0.7V","30","30","DV"," 0","0","488","385","0","0","0","0","0","","","Skip",
"1382","B2","A1","","Q510_B_C","","0.7V","30","30","DV"," 0","0","475","616","0","0","0","0","0","","","Skip",
"1383","B2","A1","","Q510_B_E","57KO","0.7V","30","30","CV"," 0","0","385","475","0","0","0","0","0","53.94"," -5%","Pass",
"1384","B2","A1","","Q510_C_E","","0.7V","30","30","DV"," 0","0","616","385","0","0","0","0","0","","","Skip",
"1385","B2","A1","","Q511_B_C","","0.7V","30","30","DV"," 0","0","478","615","0","0","0","0","0","","","Skip",
"1386","B2","A1","","Q511_B_E","57KO","0.7V","30","30","CV"," 0","0","385","478","0","0","0","0","0","54.48"," -4%","Pass",
"1387","B2","A1","","Q511_C_E","","0.7V","30","30","DV"," 0","0","615","385","0","0","0","0","0","","","Skip",
"1388","B2","A1","","Q512_B_C","","0.7V","30","30","DV"," 0","0","585","611","0","0","0","0","0","","","Skip",
"1389","B2","A1","","Q512_B_E","57KO","0.7V","30","30","CV"," 0","0","385","585","0","0","0","0","0","54.02"," -5%","Pass",
"1390","B2","A1","","Q512_C_E","","0.7V","30","30","DV"," 0","0","611","385","0","0","0","0","0","","","Skip",
"1391","B2","A1","","Q513_B_C","","0.7V","30","30","DV"," 0","0","650","611","0","0","0","0","0","","","Skip",
"1392","B2","A1","","Q513_B_E","57KO","0.7V","30","30","CV"," 0","0","650","385","0","0","0","0","0","47.42","-17%","Pass",
"1393","B2","A1","","Q513_C_E","","0.7V","30","30","DV"," 0","0","611","385","0","0","0","0","0","","","Skip",
"1394","B2","A1","","Q514_B_C","","0.7V","30","30","DV"," 0","0","479","612","0","0","0","0","0","","","Skip",
"1395","B2","A1","","Q514_B_E//Q509_B_E","28.5KO","0.7V","30","30","CC"," 0","0","479","385","0","0","0","0","0","24.09","-15%","Pass",
"1396","B2","A1","","Q514_C_E","","0.7V","30","30","DV"," 0","0","612","385","0","0","0","0","0","","","Skip",
"1397","B2","A1","","Q515_B_C","","0.7V","30","30","DV"," 0","0","583","584","0","0","0","0","0","","","Skip",
"1398","B2","A1","","Q515_B_E//Q516_B_E","28.5KO","0.7V","30","30","CC"," 0","0","583","385","0","0","0","0","0","24.06","-16%","Pass",
"1399","B2","A1","","Q515_C_E","","0.7V","30","30","DV"," 0","0","584","385","0","0","0","0","0","","","Skip",
"1400","B2","A1","","Q516_B_C","","0.7V","30","30","DV"," 0","0","583","582","0","0","0","0","0","","","Skip",
"1401","B2","A1","","Q516_B_E//Q516_B_E","28.5KO","0.7V","30","30","CC"," 0","0","583","385","0","0","0","0","0","23.77","-17%","Pass",
"1402","B2","A1","","Q516_C_E","","0.7V","30","30","DV"," 0","0","582","385","0","0","0","0","0","","","Skip",
"1403","B2","A1","","QA1_1_6","","0.55V","30","30","DV"," 0","0","385","407","0","0","0","0","0","0.537"," -2%","Pass",
"1404","B2","A1","","QA1_3_4","","0.65V","30","30","DV"," 0","0","407","410","0","0","0","0","0","0.662","  2%","Pass",
"1405","B2","A1","","QA2_1_6","","0.55V","30","30","DV"," 0","0","385","406","0","0","0","0","0","0.537"," -2%","Pass",
"1406","B2","A1","","QA2_3_4","","0.65V","30","30","DV"," 0","0","406","410","0","0","0","0","0","0.662","  2%","Pass",
"1407","B2","A1","","QA5_2_4","","0.5V","30","30","DV"," 0","0","581","660","0","0","0","0","0","0.470"," -6%","Pass",
"1408","B2","A1","","QA5_5_6","","0.35V","30","30","DV","+2","0","385","613","0","0","0","0","0","0.287","-18%","Pass",
"1409","B2","A1","","QA6_2_4","","0.5V","30","30","DV"," 0","8","733","393","0","0","0","0","0","0.471"," -6%","Pass",
"1410","B2","A1","","QA6_5_6","","0.45V","30","30","DV"," 0","8","385","740","0","0","0","0","0","0.491","  9%","Pass",
"1411","B2","A1","","QA7_2_4","","0.5V","30","30","DV"," 0","0","617","605","0","0","0","0","0","0.471"," -6%","Pass",
"1412","B2","A1","","QA7_5_6","","0.5V","30","30","DV"," 0","10","385","608","0","0","0","0","0","0.514","  3%","Pass",
"1413","B2","A1","","QA8_2_4","","0.5V","30","30","DV"," 0","0","491","391","0","0","0","0","0","0.505","  1%","Pass",
"1414","B2","A1","","QA8_5_6/NP","","0.7V","30","30","DV"," 0","0","385","0","0","0","0","0","0","","","Skip",
"1415","B2","A1","","P0_1_2","","4JP","10","10","JP"," 0","8","391","385","0","0","0","0","0","4","  0%","Pass",
"1416","B2","A1","","P0_2_3","","4JP","10","10","JP"," 0","0","385","523","0","0","0","0","0","4","  0%","Pass",
"1417","B2","A1","","P0_3_4","","4JP","10","10","JP"," 0","0","523","712","0","0","0","0","0","4","  0%","Pass",
"1418","B2","A1","","P0_4_5","","4JP","10","10","JP"," 0","0","712","393","0","0","0","0","0","4","  0%","Pass",
"1419","B2","A1","","P0_5_6","","4JP","10","10","JP"," 0","0","393","524","0","0","0","0","0","4","  0%","Pass",
"1420","B2","A1","","P0_6_7","","4JP","10","10","JP"," 0","0","524","385","0","0","0","0","0","4","  0%","Pass",
"1421","B2","A1","","P0_7_8/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1422","B2","A1","","P1_1_2","","1JP","10","10","JP"," 0","0","386","385","0","0","0","0","0","1","  0%","Pass",
"1423","B2","A1","","P1_2_3","","4JP","10","10","JP"," 0","0","385","538","0","0","0","0","0","4","  0%","Pass",
"1424","B2","A1","","P1_3_4","","4JP","10","10","JP"," 0","0","538","385","0","0","0","0","0","4","  0%","Pass",
"1425","B2","A1","","P1_4_5","","4JP","10","10","JP"," 0","0","385","536","0","0","0","0","0","4","  0%","Pass",
"1426","B2","A1","","P1_5_6","","4JP","10","10","JP"," 0","0","536","385","0","0","0","0","0","4","  0%","Pass",
"1427","B2","A1","","P1_6_7/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1428","B2","A1","","P1_7_8/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1429","B2","A1","","P1_8_9","","4JP","10","10","JP"," 0","0","385","387","0","0","0","0","0","4","  0%","Pass",
"1430","B2","A1","","P1_9_10","","4JP","10","10","JP"," 0","0","387","545","0","0","0","0","0","4","  0%","Pass",
"1431","B2","A1","","P1_10_11","","4JP","10","10","JP"," 0","0","545","388","0","0","0","0","0","4","  0%","Pass",
"1432","B2","A1","","P1_11_12","","4JP","10","10","JP"," 0","0","388","546","0","0","0","0","0","4","  0%","Pass",
"1433","B2","A1","","P1_12_13","","4JP","10","10","JP"," 0","0","546","385","0","0","0","0","0","4","  0%","Pass",
"1434","B2","A1","","P1_13_14","","4JP","10","10","JP"," 0","5","547","385","0","0","0","0","0","4","  0%","Pass",
"1435","B2","A1","","P1_14_15","","4JP","10","10","JP"," 0","5","547","390","0","0","0","0","0","4","  0%","Pass",
"1436","B2","A1","","P1_15_16","","4JP","10","10","JP"," 0","0","390","547","0","0","0","0","0","4","  0%","Pass",
"1437","B2","A1","","P1_16_17","","4JP","10","10","JP"," 0","0","547","389","0","0","0","0","0","4","  0%","Pass",
"1438","B2","A1","","P1_17_18","","4JP","10","10","JP"," 0","0","389","548","0","0","0","0","0","4","  0%","Pass",
"1439","B2","A1","","P1_18_19/SP","","4JP","10","10","JP"," 0","0","548","548","0","0","0","0","0","","","Skip",
"1440","B2","A1","","P1_19_20/SP","","4JP","10","10","JP"," 0","0","548","548","0","0","0","0","0","","","Skip",
"1441","B2","A1","","P1_20_21","","4JP","10","10","JP"," 0","0","548","549","0","0","0","0","0","4","  0%","Pass",
"1442","B2","A1","","P1_21_22/SP","","4JP","10","10","JP"," 0","0","549","549","0","0","0","0","0","","","Skip",
"1443","B2","A1","","P1_22_23/SP","","4JP","10","10","JP"," 0","0","549","549","0","0","0","0","0","","","Skip",
"1444","B2","A1","","P1_23_24/SP","","4JP","10","10","JP"," 0","0","549","549","0","0","0","0","0","","","Skip",
"1445","B2","A1","","P2_1_2","","4JP","10","10","JP"," 0","0","602","385","0","0","0","0","0","4","  0%","Pass",
"1446","B2","A1","","P2_2_3","","4JP","10","10","JP"," 0","0","385","466","0","0","0","0","0","4","  0%","Pass",
"1447","B2","A1","","P2_3_4","","4JP","10","10","JP"," 0","0","466","465","0","0","0","0","0","4","  0%","Pass",
"1448","B2","A1","","P2_4_5/NP","","4JP","10","10","JP"," 0","0","465","0","0","0","0","0","0","","","Skip",
"1449","B2","A1","","P2_5_6/NP","","4JP","10","10","JP"," 0","0","0","464","0","0","0","0","0","","","Skip",
"1450","B2","A1","","P2_6_7","","4JP","10","10","JP"," 0","0","464","463","0","0","0","0","0","4","  0%","Pass",
"1451","B2","A1","","P2_7_8","","4JP","10","10","JP"," 0","0","463","462","0","0","0","0","0","4","  0%","Pass",
"1452","B2","A1","","P2_8_9","","4JP","10","10","JP"," 0","0","462","460","0","0","0","0","0","4","  0%","Pass",
"1453","B2","A1","","P2_9_10","","4JP","10","10","JP"," 0","0","460","461","0","0","0","0","0","4","  0%","Pass",
"1454","B2","A1","","P2_10_11","","1JP","10","10","JP"," 0","0","461","385","0","0","0","0","0","1","  0%","Pass",
"1455","B2","A1","","P2_11_12/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1456","B2","A1","","P3_1_2","","4JP","10","10","JP"," 0","0","453","454","0","0","0","0","0","4","  0%","Pass",
"1457","B2","A1","","P3_2_3","","4JP","10","10","JP"," 0","0","454","385","0","0","0","0","0","4","  0%","Pass",
"1458","B2","A1","","P3_3_4","","4JP","10","10","JP"," 0","0","385","455","0","0","0","0","0","4","  0%","Pass",
"1459","B2","A1","","P3_4_5","","4JP","10","10","JP"," 0","0","455","456","0","0","0","0","0","4","  0%","Pass",
"1460","B2","A1","","P3_5_6/NP","","4JP","10","10","JP"," 0","0","456","0","0","0","0","0","0","","","Skip",
"1461","B2","A1","","P3_6_7/NP","","4JP","10","10","JP"," 0","0","0","624","0","0","0","0","0","","","Skip",
"1462","B2","A1","","P3_7_8","","4JP","10","10","JP"," 0","0","624","621","0","0","0","0","0","4","  0%","Pass",
"1463","B2","A1","","P3_8_9","","4JP","10","10","JP"," 0","0","621","622","0","0","0","0","0","4","  0%","Pass",
"1464","B2","A1","","P3_9_10","","4JP","10","10","JP"," 0","0","622","618","0","0","0","0","0","4","  0%","Pass",
"1465","B2","A1","","P3_10_11","","4JP","10","10","JP"," 0","0","618","620","0","0","0","0","0","4","  0%","Pass",
"1466","B2","A1","","P3_11_12","","4JP","10","10","JP"," 0","0","620","619","0","0","0","0","0","4","  0%","Pass",
"1467","B2","A1","","P3_12_13","","4JP","10","10","JP"," 0","0","619","385","0","0","0","0","0","4","  0%","Pass",
"1468","B2","A1","","P3_13_14","","4JP","10","10","JP"," 0","0","385","481","0","0","0","0","0","4","  0%","Pass",
"1469","B2","A1","","P3_14_15","","4JP","10","10","JP"," 0","0","481","385","0","0","0","0","0","4","  0%","Pass",
"1470","B2","A1","","P3_15_16","","4JP","10","10","JP"," 0","0","385","625","0","0","0","0","0","4","  0%","Pass",
"1471","B2","A1","","P3_16_17","","4JP","10","10","JP"," 0","0","625","626","0","0","0","0","0","4","  0%","Pass",
"1472","B2","A1","","P3_17_18","","4JP","10","10","JP"," 0","0","626","627","0","0","0","0","0","4","  0%","Pass",
"1473","B2","A1","","P3_18_19","","4JP","10","10","JP"," 0","0","627","482","0","0","0","0","0","4","  0%","Pass",
"1474","B2","A1","","P3_19_20","","4JP","10","10","JP"," 0","0","482","639","0","0","0","0","0","4","  0%","Pass",
"1475","B2","A1","","P3_20_21","","4JP","10","10","JP"," 0","0","639","640","0","0","0","0","0","4","  0%","Pass",
"1476","B2","A1","","P3_21_22","","4JP","10","10","JP"," 0","0","640","483","0","0","0","0","0","4","  0%","Pass",
"1477","B2","A1","","P3_22_23","","4JP","10","10","JP"," 0","0","483","641","0","0","0","0","0","4","  0%","Pass",
"1478","B2","A1","","P3_23_24","","4JP","10","10","JP"," 0","0","641","638","0","0","0","0","0","4","  0%","Pass",
"1479","B2","A1","","P3_24_25","","4JP","10","10","JP"," 0","0","638","637","0","0","0","0","0","4","  0%","Pass",
"1480","B2","A1","","P3_25_26","","4JP","10","10","JP"," 0","0","637","642","0","0","0","0","0","4","  0%","Pass",
"1481","B2","A1","","P3_26_27","","4JP","10","10","JP"," 0","0","642","636","0","0","0","0","0","4","  0%","Pass",
"1482","B2","A1","","P3_27_28","","4JP","10","10","JP"," 0","0","636","484","0","0","0","0","0","4","  0%","Pass",
"1483","B2","A1","","P3_28_29","","4JP","10","10","JP"," 0","0","484","635","0","0","0","0","0","4","  0%","Pass",
"1484","B2","A1","","P3_29_30","","4JP","10","10","JP"," 0","0","635","643","0","0","0","0","0","4","  0%","Pass",
"1485","B2","A1","","P3_30_31","","4JP","10","10","JP"," 0","0","643","634","0","0","0","0","0","4","  0%","Pass",
"1486","B2","A1","","P3_31_32","","4JP","10","10","JP"," 0","0","634","644","0","0","0","0","0","4","  0%","Pass",
"1487","B2","A1","","P3_32_33","","4JP","10","10","JP"," 0","0","644","485","0","0","0","0","0","4","  0%","Pass",
"1488","B2","A1","","P3_33_34","","4JP","10","10","JP"," 0","0","485","645","0","0","0","0","0","4","  0%","Pass",
"1489","B2","A1","","P3_34_35","","4JP","10","10","JP"," 0","0","645","646","0","0","0","0","0","4","  0%","Pass",
"1490","B2","A1","","P3_35_36","","4JP","10","10","JP"," 0","0","646","486","0","0","0","0","0","4","  0%","Pass",
"1491","B2","A1","","P3_36_37","","4JP","10","10","JP"," 0","0","486","647","0","0","0","0","0","4","  0%","Pass",
"1492","B2","A1","","P3_37_38","","4JP","10","10","JP"," 0","0","647","732","0","0","0","0","0","4","  0%","Pass",
"1493","B2","A1","","P3_38_39","","4JP","10","10","JP"," 0","0","732","731","0","0","0","0","0","4","  0%","Pass",
"1494","B2","A1","","P3_39_40","","4JP","10","10","JP"," 0","0","731","526","0","0","0","0","0","4","  0%","Pass",
"1495","B2","A1","","P3_40_41","","4JP","10","10","JP"," 0","0","526","527","0","0","0","0","0","4","  0%","Pass",
"1496","B2","A1","","P3_41_42","","4JP","10","10","JP"," 0","0","527","528","0","0","0","0","0","4","  0%","Pass",
"1497","B2","A1","","P3_42_43","","4JP","10","10","JP"," 0","0","528","734","0","0","0","0","0","4","  0%","Pass",
"1498","B2","A1","","P3_43_44","","4JP","10","10","JP"," 0","0","734","487","0","0","0","0","0","4","  0%","Pass",
"1499","B2","A1","","P3_44_45","","4JP","10","10","JP"," 0","0","487","456","0","0","0","0","0","4","  0%","Pass",
"1500","B2","A1","","P3_45_46","","4JP","10","10","JP"," 0","0","456","385","0","0","0","0","0","4","  0%","Pass",
"1501","B2","A1","","P3_46_47","","1JP","10","10","JP"," 0","0","385","529","0","0","0","0","0","1","  0%","Pass",
"1502","B2","A1","","P3_47_48/SP","","4JP","10","10","JP"," 0","0","529","529","0","0","0","0","0","","","Skip",
"1503","B2","A1","","P3_48_49","","4JP","10","10","JP"," 0","5","530","529","0","0","0","0","0","4","  0%","Pass",
"1504","B2","A1","","P3_49_50/SP","","4JP","10","10","JP"," 0","0","530","530","0","0","0","0","0","","","Skip",
"1505","B2","A1","","P3_50_51","","4JP","10","10","JP"," 0","0","530","385","0","0","0","0","0","4","  0%","Pass",
"1506","B2","A1","","P3_51_52/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1507","B2","A1","","P4/NC","","4JP","10","10","JP"," 0","0","594","593","0","0","0","0","0","","","Skip",
"1508","B2","A1","","P5_1_2/SP","","4JP","10","10","JP"," 0","0","598","598","0","0","0","0","0","","","Skip",
"1509","B2","A1","","P5_2_3","","4JP","10","10","JP"," 0","0","598","409","0","0","0","0","0","4","  0%","Pass",
"1510","B2","A1","","P5_3_4","","4JP","10","10","JP"," 0","0","409","597","0","0","0","0","0","4","  0%","Pass",
"1511","B2","A1","","P5_4_5/SP","","4JP","10","10","JP"," 0","0","597","597","0","0","0","0","0","","","Skip",
"1512","B2","A1","","P5_5_6","","4JP","10","10","JP"," 0","5","596","597","0","0","0","0","0","4","  0%","Pass",
"1513","B2","A1","","P5_6_7/SP","","4JP","10","10","JP"," 0","0","596","596","0","0","0","0","0","","","Skip",
"1514","B2","A1","","P5_7_8","","4JP","10","10","JP"," 0","0","596","408","0","0","0","0","0","4","  0%","Pass",
"1515","B2","A1","","P5_8_9","","4JP","10","10","JP"," 0","0","408","595","0","0","0","0","0","4","  0%","Pass",
"1516","B2","A1","","P5_9_10/SP","","4JP","10","10","JP"," 0","0","595","595","0","0","0","0","0","","","Skip",
"1517","B2","A1","","P5_10_11/NP","","4JP","10","10","JP"," 0","0","595","0","0","0","0","0","0","","","Skip",
"1518","B2","A1","","P5_11_12/NP","","4JP","10","10","JP"," 0","0","0","0","0","0","0","0","0","","","Skip",
"1519","B2","A1","","P6_1_2","","4JP","10","10","JP"," 0","0","537","538","0","0","0","0","0","4","  0%","Pass",
"1520","B2","A1","","P6_2_3","","4JP","10","10","JP"," 0","0","538","536","0","0","0","0","0","4","  0%","Pass",
"1521","B2","A1","","P6_3_4","","1JP","10","10","JP"," 0","0","536","535","0","0","0","0","0","1","  0%","Pass",
"1522","B2","A1","","P6_4_5","","4JP","10","10","JP"," 0","0","535","385","0","0","0","0","0","4","  0%","Pass",
"1523","B2","A1","","P6_5_6/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1524","B2","A1","","P6_6_7","","4JP","10","10","JP"," 0","0","385","534","0","0","0","0","0","4","  0%","Pass",
"1525","B2","A1","","P6_7_8","","4JP","10","10","JP"," 0","0","534","539","0","0","0","0","0","4","  0%","Pass",
"1526","B2","A1","","P6_8_9","","4JP","10","10","JP"," 0","0","539","385","0","0","0","0","0","4","  0%","Pass",
"1527","B2","A1","","P6_9_10/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1528","B2","A1","","P7_1_2","","4JP","10","10","JP"," 0","5","711","385","0","0","0","0","0","4","  0%","Pass",
"1529","B2","A1","","P7_2_3","","4JP","10","10","JP"," 0","0","711","385","0","0","0","0","0","4","  0%","Pass",
"1530","B2","A1","","P7_3_4","","4JP","10","10","JP"," 0","0","385","542","0","0","0","0","0","4","  0%","Pass",
"1531","B2","A1","","P7_4_5","","4JP","10","10","JP"," 0","0","542","543","0","0","0","0","0","4","  0%","Pass",
"1532","B2","A1","","P7_5_6","","4JP","10","10","JP"," 0","0","543","544","0","0","0","0","0","4","  0%","Pass",
"1533","B2","A1","","P7_6_7","","4JP","10","10","JP"," 0","0","544","705","0","0","0","0","0","4","  0%","Pass",
"1534","B2","A1","","P7_7_8","","4JP","10","10","JP"," 0","0","705","385","0","0","0","0","0","4","  0%","Pass",
"1535","B2","A1","","P7_8_9/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1536","B2","A1","","P7_9_10/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1537","B2","A1","","P9_1_2","","4JP","10","10","JP"," 0","0","507","496","0","0","0","0","0","4","  0%","Pass",
"1538","B2","A1","","P9_2_3","","4JP","10","10","JP"," 0","0","496","498","0","0","0","0","0","4","  0%","Pass",
"1539","B2","A1","","P9_3_4","","4JP","10","10","JP"," 0","0","498","508","0","0","0","0","0","4","  0%","Pass",
"1540","B2","A1","","P9_4_5","","4JP","10","10","JP"," 0","0","508","506","0","0","0","0","0","4","  0%","Pass",
"1541","B2","A1","","P9_5_6","","4JP","10","10","JP"," 0","0","506","505","0","0","0","0","0","4","  0%","Pass",
"1542","B2","A1","","P9_6_7","","4JP","10","10","JP"," 0","0","505","504","0","0","0","0","0","4","  0%","Pass",
"1543","B2","A1","","P9_7_8","","4JP","10","10","JP"," 0","0","504","503","0","0","0","0","0","4","  0%","Pass",
"1544","B2","A1","","P9_8_9","","4JP","10","10","JP"," 0","0","503","502","0","0","0","0","0","4","  0%","Pass",
"1545","B2","A1","","P9_9_10","","4JP","10","10","JP"," 0","0","502","501","0","0","0","0","0","4","  0%","Pass",
"1546","B2","A1","","P9_10_11","","4JP","10","10","JP"," 0","0","501","500","0","0","0","0","0","4","  0%","Pass",
"1547","B2","A1","","P9_11_12","","4JP","10","10","JP"," 0","0","500","670","0","0","0","0","0","4","  0%","Pass",
"1548","B2","A1","","P9_12_13","","4JP","10","10","JP"," 0","0","670","686","0","0","0","0","0","4","  0%","Pass",
"1549","B2","A1","","P9_13_14","","4JP","10","10","JP"," 0","0","686","683","0","0","0","0","0","4","  0%","Pass",
"1550","B2","A1","","P9_14_15","","4JP","10","10","JP"," 0","0","683","685","0","0","0","0","0","4","  0%","Pass",
"1551","B2","A1","","P9_15_16","","4JP","10","10","JP"," 0","0","685","497","0","0","0","0","0","4","  0%","Pass",
"1552","B2","A1","","P9_16_17","","4JP","10","10","JP"," 0","0","497","668","0","0","0","0","0","4","  0%","Pass",
"1553","B2","A1","","P9_17_18","","4JP","10","10","JP"," 0","0","668","669","0","0","0","0","0","4","  0%","Pass",
"1554","B2","A1","","P9_18_19","","4JP","10","10","JP"," 0","0","669","385","0","0","0","0","0","4","  0%","Pass",
"1555","B2","A1","","P9_19_20","","4JP","10","10","JP"," 0","0","385","499","0","0","0","0","0","4","  0%","Pass",
"1556","B2","A1","","P9_20_21","","4JP","10","10","JP"," 0","0","499","385","0","0","0","0","0","4","  0%","Pass",
"1557","B2","A1","","P9_21_22/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1558","B2","A1","","P9_22_23/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1559","B2","A1","","P9_23_24/SP","","4JP","10","10","JP"," 0","0","385","385","0","0","0","0","0","","","Skip",
"1560","B2","A1","","U1:14-1","","0.75V","30","30","DV"," 0","5","385","728","0","0","0","0","0","0.748","  0%","Pass",
"1561","B2","A1","","U1:14-2","","0.65V","30","30","DV"," 0","8","385","723","0","0","0","0","0","0.618"," -5%","Pass",
"1562","B2","A1","","U1:14-3","","0.75V","30","30","DV"," 0","0","385","721","0","0","0","0","0","0.770","  3%","Pass",
"1563","B2","A1","","U1:14-4","","0.75V","30","30","DV"," 0","0","385","722","0","0","0","0","0","0.769","  3%","Pass",
"1564","B2","A1","","U1:14-5","","0.6V","30","30","DV"," 0","0","385","569","0","0","0","0","0","0.621","  4%","Pass",
"1565","B2","A1","","U1:14-6","","0.75V","30","30","DV"," 0","0","385","523","0","0","0","0","0","0.767","  2%","Pass",
"1566","B2","A1","","U1:14-7","","0.75V","30","30","DV"," 0","0","385","712","0","0","0","0","0","0.729"," -3%","Pass",
"1567","B2","A1","","U1:14-8","","0.75V","30","30","DV"," 0","0","385","520","0","0","0","0","0","0.748","  0%","Pass",
"1568","B2","A1","","U1:14-9","","0.75V","30","30","DV"," 0","0","385","727","0","0","0","0","0","0.750","  0%","Pass",
